Fecha,Sucursal,Producto,Monto_Venta,ID_Asesor
2025-11-27,Bogota,Libranza,3458701,118
2025-11-27,Bogota,Credito Consumo,3870245,148
2025-11-27,Bogota,Credito Consumo,2266653,184
2025-11-27,Bogota,Microcredito,3517551,174
2025-11-27,Bogota,Credito Consumo,4678588,167
2025-11-27,Bogota,Tarjeta Visa,3776692,185
2025-11-27,Bogota,Credito Consumo,727321,148
2025-11-27,Bogota,Credito Consumo,2832921,150
2025-11-27,Bogota,Microcredito,691211,122
2025-11-27,Bogota,Credito Consumo,490450,147
2025-11-27,Bogota,Credito Consumo,2727090,141
2025-11-27,Bogota,Microcredito,2602794,134
2025-11-27,Bogota,Libranza,1746102,161
2025-11-27,Bogota,Tarjeta Visa,2019295,103
2025-11-27,Bogota,Tarjeta Visa,430475,136
2025-11-27,Bogota,Credito Consumo,3362797,154
2025-11-27,Bogota,Credito Consumo,1483525,102
2025-11-27,Bogota,Libranza,1979142,132
2025-11-27,Bogota,Tarjeta Visa,2651730,144
2025-11-27,Bogota,Credito Consumo,2003403,169
2025-11-27,Bogota,Credito Consumo,3360983,175
2025-11-27,Bogota,Microcredito,1002944,171
2025-11-27,Bogota,Tarjeta Visa,4836998,173
2025-11-27,Bogota,Libranza,1205101,157
2025-11-27,Bogota,Tarjeta Visa,4114187,163
2025-11-27,Bogota,Tarjeta Visa,4312029,160
2025-11-27,Bogota,Libranza,1186040,115
2025-11-27,Bogota,Credito Consumo,2739551,109
2025-11-27,Bogota,Tarjeta Visa,2080712,153
2025-11-27,Bogota,Libranza,3463114,146
2025-11-27,Bogota,Libranza,4483865,182
2025-11-27,Bogota,Credito Consumo,3744619,129
2025-11-27,Bogota,Tarjeta Visa,2690335,179
2025-11-27,Bogota,Tarjeta Visa,2577413,112
2025-11-27,Bogota,Credito Consumo,1494481,115
2025-11-27,Bogota,Tarjeta Visa,2806830,171
2025-11-27,Bogota,Microcredito,4687479,142
2025-11-27,Bogota,Credito Consumo,2752008,153
2025-11-27,Bogota,Tarjeta Visa,3644993,117
2025-11-27,Bogota,Microcredito,409758,170
2025-11-27,Bogota,Credito Consumo,4127375,183
2025-11-27,Bogota,Microcredito,4397439,153
2025-11-27,Bogota,Tarjeta Visa,3598584,132
2025-11-27,Bogota,Libranza,2275268,105
2025-11-27,Bogota,Tarjeta Visa,3162978,116
2025-11-27,Bogota,Microcredito,3895024,163
2025-11-27,Bogota,Microcredito,4169192,129
2025-11-27,Bogota,Libranza,4119486,130
2025-11-27,Bogota,Credito Consumo,3025864,107
2025-11-27,Bogota,Libranza,2510248,156
2025-11-27,Bogota,Libranza,2471878,145
2025-11-27,Bogota,Credito Consumo,4955074,154
2025-11-27,Bogota,Tarjeta Visa,2902701,136
2025-11-27,Bogota,Tarjeta Visa,1414132,112
2025-11-27,Bogota,Tarjeta Visa,4830961,164
2025-11-27,Bogota,Tarjeta Visa,2123931,180
2025-11-27,Bogota,Credito Consumo,2633652,174
2025-11-27,Bogota,Microcredito,2285171,154
2025-11-27,Bogota,Tarjeta Visa,4015669,142
2025-11-27,Bogota,Tarjeta Visa,4416242,105
2025-11-27,Bogota,Credito Consumo,3570882,184
2025-11-27,Bogota,Libranza,1669081,100
2025-11-27,Bogota,Credito Consumo,4885297,121
2025-11-27,Bogota,Microcredito,4786093,147
2025-11-27,Bogota,Libranza,1213660,135
2025-11-27,Bogota,Microcredito,1557265,106
2025-11-27,Bogota,Tarjeta Visa,4321766,128
2025-11-27,Bogota,Credito Consumo,4275053,194
2025-11-27,Bogota,Credito Consumo,3690842,180
2025-11-27,Bogota,Tarjeta Visa,4048910,150
2025-11-27,Bogota,Credito Consumo,150529,146
2025-11-27,Bogota,Credito Consumo,270452,142
2025-11-27,Bogota,Microcredito,3408323,171
2025-11-27,Bogota,Libranza,3283101,195
2025-11-27,Bogota,Credito Consumo,3042465,164
2025-11-27,Bogota,Credito Consumo,1333180,193
2025-11-27,Bogota,Tarjeta Visa,1667729,117
2025-11-27,Bogota,Credito Consumo,266907,110
2025-11-27,Bogota,Credito Consumo,3037880,114
2025-11-27,Bogota,Tarjeta Visa,3070930,173
2025-11-27,Bogota,Credito Consumo,4846357,102
2025-11-27,Bogota,Microcredito,1018659,142
2025-11-27,Bogota,Libranza,4510946,153
2025-11-27,Bogota,Libranza,626118,103
2025-11-27,Bogota,Libranza,2574912,182
2025-11-27,Bogota,Microcredito,2022776,197
2025-11-27,Bogota,Libranza,4916366,149
2025-11-27,Bogota,Credito Consumo,148139,192
2025-11-27,Bogota,Libranza,1447500,186
2025-11-27,Bogota,Tarjeta Visa,2874595,152
2025-11-27,Bogota,Credito Consumo,3523961,130
2025-11-27,Bogota,Libranza,1004174,117
2025-11-27,Bogota,Microcredito,424656,111
2025-11-27,Bogota,Libranza,4398750,172
2025-11-27,Bogota,Microcredito,1774524,186
2025-11-27,Bogota,Credito Consumo,3545079,159
2025-11-27,Bogota,Microcredito,4545722,162
2025-11-27,Bogota,Libranza,1795900,165
2025-11-27,Bogota,Tarjeta Visa,4299870,157
2025-11-27,Bogota,Libranza,3768765,122
2025-11-27,Bogota,Tarjeta Visa,194731,144
2025-11-27,Bogota,Credito Consumo,4253209,186
2025-11-27,Bogota,Credito Consumo,1506231,118
2025-11-27,Bogota,Tarjeta Visa,4843451,101
2025-11-27,Bogota,Tarjeta Visa,2252837,168
2025-11-27,Bogota,Libranza,2170628,188
2025-11-27,Bogota,Tarjeta Visa,4513006,109
2025-11-27,Bogota,Tarjeta Visa,4952656,180
2025-11-27,Bogota,Microcredito,2607794,182
2025-11-27,Bogota,Credito Consumo,2396911,126
2025-11-27,Bogota,Credito Consumo,3583377,109
2025-11-27,Bogota,Microcredito,635563,127
2025-11-27,Bogota,Credito Consumo,2496500,187
2025-11-27,Bogota,Credito Consumo,3718465,135
2025-11-27,Bogota,Libranza,2687007,102
2025-11-27,Bogota,Tarjeta Visa,3606982,151
2025-11-27,Bogota,Microcredito,2749893,120
2025-11-27,Bogota,Microcredito,4508206,132
2025-11-27,Bogota,Credito Consumo,1340492,113
2025-11-27,Bogota,Credito Consumo,3086010,116
2025-11-27,Bogota,Credito Consumo,1240580,174
2025-11-27,Bogota,Microcredito,168076,145
2025-11-27,Bogota,Credito Consumo,1287707,153
2025-11-27,Bogota,Microcredito,3504515,122
2025-11-27,Bogota,Credito Consumo,1764806,140
2025-11-27,Bogota,Microcredito,2449450,142
2025-11-27,Bogota,Credito Consumo,4901423,195
2025-11-27,Bogota,Credito Consumo,3225415,163
2025-11-27,Bogota,Libranza,4362163,129
2025-11-27,Bogota,Libranza,2309207,145
2025-11-27,Bogota,Tarjeta Visa,1288348,153
2025-11-27,Bogota,Libranza,4736943,155
2025-11-27,Bogota,Credito Consumo,2458505,116
2025-11-27,Bogota,Tarjeta Visa,3819440,194
2025-11-27,Bogota,Microcredito,4606759,128
2025-11-27,Bogota,Libranza,2196574,190
2025-11-27,Bogota,Microcredito,3734745,120
2025-11-27,Bogota,Tarjeta Visa,3168905,167
2025-11-27,Bogota,Microcredito,616573,121
2025-11-27,Bogota,Credito Consumo,4287948,162
2025-11-27,Bogota,Credito Consumo,2071615,154
2025-11-27,Bogota,Libranza,2551336,156
2025-11-27,Bogota,Microcredito,3114698,192
2025-11-27,Bogota,Microcredito,211001,146
2025-11-27,Bogota,Microcredito,1082227,154
2025-11-27,Bogota,Tarjeta Visa,972341,189
2025-11-27,Bogota,Tarjeta Visa,2496010,184
2025-11-27,Bogota,Credito Consumo,1294119,148
2025-11-27,Bogota,Credito Consumo,3290465,147
2025-11-27,Bogota,Credito Consumo,2567122,133
2025-11-27,Bogota,Tarjeta Visa,3446406,185
2025-11-27,Bogota,Microcredito,302100,111
2025-11-27,Bogota,Microcredito,4389330,159
2025-11-27,Bogota,Credito Consumo,1509897,127
2025-11-27,Bogota,Libranza,3584679,134
2025-11-27,Bogota,Tarjeta Visa,1401227,188
2025-11-27,Bogota,Tarjeta Visa,4813698,176
2025-11-27,Bogota,Tarjeta Visa,2322178,163
2025-11-27,Bogota,Microcredito,3868663,140
2025-11-27,Bogota,Credito Consumo,4304994,164
2025-11-27,Bogota,Microcredito,2586178,161
2025-11-27,Bogota,Tarjeta Visa,367205,123
2025-11-27,Bogota,Microcredito,3921510,133
2025-11-27,Bogota,Tarjeta Visa,2691030,193
2025-11-27,Bogota,Credito Consumo,3156049,130
2025-11-27,Bogota,Credito Consumo,494131,116
2025-11-27,Bogota,Microcredito,2524001,149
2025-11-27,Bogota,Libranza,4766080,119
2025-11-27,Bogota,Microcredito,1420617,159
2025-11-27,Bogota,Libranza,2414994,124
2025-11-27,Bogota,Microcredito,4165801,150
2025-11-27,Bogota,Tarjeta Visa,2333106,188
2025-11-27,Bogota,Credito Consumo,1416338,163
2025-11-27,Bogota,Tarjeta Visa,1411506,134
2025-11-27,Bogota,Credito Consumo,2510670,111
2025-11-27,Bogota,Credito Consumo,2558003,179
2025-11-27,Bogota,Microcredito,4274216,137
2025-11-27,Bogota,Microcredito,3532065,159
2025-11-27,Bogota,Microcredito,4231676,185
2025-11-27,Bogota,Credito Consumo,1188360,182
2025-11-27,Bogota,Microcredito,1250248,177
2025-11-27,Bogota,Libranza,1189787,129
2025-11-27,Bogota,Tarjeta Visa,1685234,171
2025-11-27,Bogota,Tarjeta Visa,2427451,131
2025-11-27,Bogota,Libranza,4218351,129
2025-11-27,Bogota,Libranza,2010304,101
2025-11-27,Bogota,Tarjeta Visa,2111711,118
2025-11-27,Bogota,Microcredito,2370280,125
2025-11-27,Bogota,Credito Consumo,4709496,141
2025-11-27,Bogota,Tarjeta Visa,1367828,178
2025-11-27,Bogota,Microcredito,3579281,145
2025-11-27,Bogota,Microcredito,4943063,185
2025-11-27,Bogota,Microcredito,2155934,138
2025-11-27,Bogota,Libranza,4634025,129
2025-11-27,Bogota,Tarjeta Visa,2404930,171
2025-11-27,Bogota,Tarjeta Visa,3124961,159
2025-11-27,Bogota,Libranza,2489616,169
2025-11-27,Bogota,Credito Consumo,3608120,174
2025-11-27,Bogota,Libranza,1657374,184
2025-11-27,Bogota,Libranza,4276608,108
2025-11-27,Bogota,Microcredito,4782191,150
2025-11-27,Bogota,Credito Consumo,3289021,145
2025-11-27,Bogota,Tarjeta Visa,4545510,138
2025-11-27,Bogota,Microcredito,2991014,183
2025-11-27,Bogota,Credito Consumo,328988,137
2025-11-27,Bogota,Microcredito,4274338,166
2025-11-27,Bogota,Credito Consumo,4771255,126
2025-11-27,Bogota,Microcredito,428109,188
2025-11-27,Bogota,Microcredito,4915441,192
2025-11-27,Bogota,Libranza,3189462,180
2025-11-27,Bogota,Credito Consumo,3006120,179
2025-11-27,Bogota,Microcredito,2971407,137
2025-11-27,Bogota,Credito Consumo,2195241,173
2025-11-27,Bogota,Tarjeta Visa,851929,161
2025-11-27,Bogota,Credito Consumo,4286572,134
2025-11-27,Bogota,Credito Consumo,4204927,169
2025-11-27,Bogota,Microcredito,231520,198
2025-11-27,Bogota,Tarjeta Visa,2083244,103
2025-11-27,Bogota,Tarjeta Visa,2935990,188
2025-11-27,Bogota,Libranza,247412,123
2025-11-27,Bogota,Microcredito,3124903,111
2025-11-27,Bogota,Microcredito,4846090,107
2025-11-27,Bogota,Credito Consumo,3293233,130
2025-11-27,Bogota,Tarjeta Visa,2597069,189
2025-11-27,Bogota,Tarjeta Visa,4582837,112
2025-11-27,Bogota,Libranza,2748171,162
2025-11-27,Bogota,Credito Consumo,3155760,116
2025-11-27,Bogota,Libranza,730076,198
2025-11-27,Bogota,Tarjeta Visa,1043189,146
2025-11-27,Bogota,Libranza,1176068,137
2025-11-27,Bogota,Libranza,2210072,180
2025-11-27,Bogota,Credito Consumo,3549116,149
2025-11-27,Bogota,Microcredito,461149,143
2025-11-27,Bogota,Libranza,1216185,148
2025-11-27,Bogota,Libranza,3613707,187
2025-11-27,Bogota,Credito Consumo,2561415,195
2025-11-27,Bogota,Tarjeta Visa,4857179,193
2025-11-27,Bogota,Microcredito,3344459,146
2025-11-27,Bogota,Tarjeta Visa,1106456,155
2025-11-27,Bogota,Libranza,3562107,165
2025-11-27,Bogota,Tarjeta Visa,4418120,196
2025-11-27,Bogota,Microcredito,1671158,120
2025-11-27,Bogota,Libranza,4626364,174
2025-11-27,Bogota,Libranza,525415,128
2025-11-27,Bogota,Libranza,2070491,190
2025-11-27,Bogota,Tarjeta Visa,1686365,166
2025-11-27,Bogota,Libranza,1226494,193
2025-11-27,Bogota,Libranza,2864398,144
2025-11-27,Bogota,Libranza,1010517,191
2025-11-27,Bogota,Libranza,188530,136
2025-11-27,Bogota,Credito Consumo,1934071,135
2025-11-27,Bogota,Microcredito,718826,106
2025-11-27,Bogota,Libranza,3040051,150
2025-11-27,Bogota,Microcredito,2864654,161
2025-11-27,Bogota,Microcredito,1828144,183
2025-11-27,Bogota,Credito Consumo,403419,139
2025-11-27,Bogota,Libranza,396976,163
2025-11-27,Bogota,Libranza,1768559,102
2025-11-27,Bogota,Credito Consumo,4532493,135
2025-11-27,Bogota,Microcredito,4641497,109
2025-11-27,Bogota,Microcredito,3913831,165
2025-11-27,Bogota,Microcredito,4774422,168
2025-11-27,Bogota,Credito Consumo,2312690,105
2025-11-27,Bogota,Credito Consumo,444566,144
2025-11-27,Bogota,Microcredito,799663,151
2025-11-27,Bogota,Microcredito,3288407,102
2025-11-27,Bogota,Microcredito,929479,190
2025-11-27,Bogota,Libranza,2485804,100
2025-11-27,Bogota,Microcredito,4543041,172
2025-11-27,Bogota,Microcredito,4925140,133
2025-11-27,Bogota,Microcredito,882547,143
2025-11-27,Bogota,Libranza,2979320,108
2025-11-27,Bogota,Libranza,2830382,127
2025-11-27,Bogota,Libranza,544382,120
2025-11-27,Bogota,Microcredito,1104821,122
2025-11-27,Bogota,Tarjeta Visa,4607547,167
2025-11-27,Bogota,Microcredito,1287719,139
2025-11-27,Bogota,Credito Consumo,4865051,192
2025-11-27,Bogota,Microcredito,114956,113
2025-11-27,Bogota,Microcredito,2867660,108
2025-11-27,Bogota,Libranza,3924726,149
2025-11-27,Bogota,Microcredito,3530007,104
2025-11-27,Bogota,Tarjeta Visa,122897,167
2025-11-27,Bogota,Libranza,258293,118
2025-11-27,Bogota,Microcredito,595201,167
2025-11-27,Bogota,Libranza,2548696,175
2025-11-27,Bogota,Tarjeta Visa,3544789,183
2025-11-27,Bogota,Credito Consumo,1151900,166
2025-11-27,Bogota,Credito Consumo,2690591,189
2025-11-27,Bogota,Credito Consumo,1080171,114
2025-11-27,Bogota,Libranza,421137,147
2025-11-27,Bogota,Libranza,4464625,134
2025-11-27,Bogota,Credito Consumo,2913432,148
2025-11-27,Bogota,Tarjeta Visa,715423,152
2025-11-27,Bogota,Credito Consumo,181541,146
2025-11-27,Bogota,Credito Consumo,4328593,139
2025-11-27,Bogota,Credito Consumo,390517,186
2025-11-27,Bogota,Libranza,4469622,180
2025-11-27,Bogota,Microcredito,1085649,153
2025-11-27,Bogota,Credito Consumo,4006134,125
2025-11-27,Bogota,Tarjeta Visa,565400,147
2025-11-27,Bogota,Microcredito,1046997,187
2025-11-27,Bogota,Credito Consumo,1749787,111
2025-11-27,Bogota,Credito Consumo,3882225,195
2025-11-27,Bogota,Tarjeta Visa,350023,149
2025-11-27,Bogota,Tarjeta Visa,680029,192
2025-11-27,Bogota,Credito Consumo,1802974,121
2025-11-27,Bogota,Libranza,1532241,170
2025-11-27,Bogota,Credito Consumo,1739754,179
2025-11-27,Bogota,Credito Consumo,675193,108
2025-11-27,Bogota,Credito Consumo,3106922,119
2025-11-27,Bogota,Libranza,1733105,110
2025-11-27,Bogota,Libranza,802306,134
2025-11-27,Bogota,Credito Consumo,2064270,160
2025-11-27,Bogota,Credito Consumo,1412381,144
2025-11-27,Bogota,Tarjeta Visa,2668943,197
2025-11-27,Bogota,Credito Consumo,2960578,179
2025-11-27,Bogota,Libranza,3042323,190
2025-11-27,Bogota,Tarjeta Visa,2173753,130
2025-11-27,Bogota,Tarjeta Visa,2135120,168
2025-11-27,Bogota,Libranza,3947446,151
2025-11-27,Bogota,Microcredito,2213341,119
2025-11-27,Bogota,Tarjeta Visa,3674177,134
2025-11-27,Bogota,Tarjeta Visa,4241937,103
2025-11-27,Bogota,Libranza,270819,197
2025-11-27,Bogota,Libranza,4646299,182
2025-11-27,Bogota,Libranza,3224932,161
2025-11-27,Bogota,Microcredito,271866,106
2025-11-27,Bogota,Microcredito,1992069,171
2025-11-27,Bogota,Credito Consumo,2484861,119
2025-11-27,Bogota,Credito Consumo,506431,108
2025-11-27,Bogota,Credito Consumo,490097,169
2025-11-27,Bogota,Credito Consumo,3272030,106
2025-11-27,Bogota,Libranza,1926796,175
2025-11-27,Bogota,Tarjeta Visa,1482505,137
2025-11-27,Bogota,Tarjeta Visa,3987711,133
2025-11-27,Bogota,Libranza,2359851,131
2025-11-27,Bogota,Libranza,3070459,142
2025-11-27,Bogota,Microcredito,2190164,188
2025-11-27,Bogota,Tarjeta Visa,2664453,188
2025-11-27,Bogota,Microcredito,2725818,194
2025-11-27,Bogota,Microcredito,2932203,154
2025-11-27,Bogota,Microcredito,903228,124
2025-11-27,Bogota,Libranza,4876130,125
2025-11-27,Bogota,Credito Consumo,2443936,180
2025-11-27,Bogota,Credito Consumo,1096807,188
2025-11-27,Bogota,Microcredito,3550083,191
2025-11-27,Bogota,Credito Consumo,4826199,195
2025-11-27,Bogota,Credito Consumo,4537578,121
2025-11-27,Bogota,Credito Consumo,3679823,148
2025-11-27,Bogota,Microcredito,1412981,166
2025-11-27,Bogota,Tarjeta Visa,2525943,145
2025-11-27,Bogota,Libranza,4171386,171
2025-11-27,Bogota,Credito Consumo,584843,102
2025-11-27,Bogota,Credito Consumo,4527988,164
2025-11-27,Bogota,Credito Consumo,3855006,124
2025-11-27,Bogota,Credito Consumo,1433850,187
2025-11-27,Bogota,Credito Consumo,2691870,100
2025-11-27,Bogota,Libranza,4479035,126
2025-11-27,Bogota,Microcredito,1097500,194
2025-11-27,Bogota,Microcredito,891769,101
2025-11-27,Bogota,Microcredito,3261809,139
2025-11-27,Bogota,Libranza,1181353,139
2025-11-27,Bogota,Credito Consumo,4468079,193
2025-11-27,Bogota,Tarjeta Visa,3224918,185
2025-11-27,Bogota,Tarjeta Visa,466609,190
2025-11-27,Bogota,Libranza,3396881,106
2025-11-27,Bogota,Libranza,3155224,159
2025-11-27,Bogota,Microcredito,1292675,164
2025-11-27,Bogota,Credito Consumo,4786194,115
2025-11-27,Bogota,Libranza,2600547,151
2025-11-27,Bogota,Microcredito,4494829,147
2025-11-27,Bogota,Libranza,1980005,175
2025-11-27,Bogota,Tarjeta Visa,2301941,191
2025-11-27,Bogota,Credito Consumo,4968900,134
2025-11-27,Bogota,Microcredito,4477559,144
2025-11-27,Bogota,Microcredito,2986769,117
2025-11-27,Bogota,Microcredito,3669638,109
2025-11-27,Bogota,Libranza,4737316,100
2025-11-27,Bogota,Libranza,970648,149
2025-11-27,Bogota,Microcredito,2711540,172
2025-11-27,Bogota,Microcredito,2026257,179
2025-11-27,Bogota,Libranza,4850825,100
2025-11-27,Bogota,Credito Consumo,2475087,107
2025-11-27,Bogota,Tarjeta Visa,1683789,152
2025-11-27,Bogota,Credito Consumo,914464,193
2025-11-27,Bogota,Microcredito,4285569,187
2025-11-27,Bogota,Credito Consumo,1380141,118
2025-11-27,Bogota,Libranza,3828123,125
2025-11-27,Bogota,Tarjeta Visa,4775504,140
2025-11-27,Bogota,Microcredito,1972874,157
2025-11-27,Bogota,Credito Consumo,1515397,191
2025-11-27,Bogota,Tarjeta Visa,3274501,113
2025-11-27,Bogota,Libranza,2344583,118
2025-11-27,Bogota,Tarjeta Visa,3731705,121
2025-11-27,Bogota,Libranza,1085956,183
2025-11-27,Bogota,Libranza,4430299,141
2025-11-27,Bogota,Tarjeta Visa,3166676,193
2025-11-27,Bogota,Microcredito,1687968,152
2025-11-27,Bogota,Tarjeta Visa,2380517,189
2025-11-27,Bogota,Microcredito,869033,139
2025-11-27,Bogota,Tarjeta Visa,4036517,151
2025-11-27,Bogota,Tarjeta Visa,3059030,115
2025-11-27,Bogota,Libranza,3799669,155
2025-11-27,Bogota,Libranza,777935,194
2025-11-27,Bogota,Tarjeta Visa,3088124,102
2025-11-27,Bogota,Libranza,3508708,137
2025-11-27,Bogota,Credito Consumo,3840948,190
2025-11-27,Bogota,Libranza,243834,149
2025-11-27,Bogota,Credito Consumo,4323148,100
2025-11-27,Bogota,Tarjeta Visa,1744070,139
2025-11-27,Bogota,Libranza,3161094,125
2025-11-27,Bogota,Credito Consumo,1255375,149
2025-11-27,Bogota,Microcredito,3395742,161
2025-11-27,Bogota,Microcredito,2319784,123
2025-11-27,Bogota,Credito Consumo,1181407,100
2025-11-27,Bogota,Microcredito,1412216,166
2025-11-27,Bogota,Tarjeta Visa,3365068,126
2025-11-27,Bogota,Tarjeta Visa,2645820,123
2025-11-27,Bogota,Libranza,3403757,134
2025-11-27,Bogota,Libranza,1185602,119
2025-11-27,Bogota,Tarjeta Visa,4643874,129
